lng,lat,status
GD1-0X621,118.7564359280912,37.872895245214785,1
GD1-0X622,118.75074130732699,37.874290816687825,1
GD1-0X721,118.751943614047,37.873232451503554,1
GD1-0X722,118.74876884044339,37.871617606163575,0
GD1-0X817,118.75504329755528,37.865929970874504,1
GD1-0XN11,118.76073972785687,37.85509106109594,1
GD1-0XN5,118.76645884390703,37.847174779726444,1
GD1-0XNB11,118.75714714943994,37.85849219461874,1
GD1-10-11,118.78177080532822,37.86219755838095,1
GD1-1-011,118.76491368448295,37.8547920842881,0
GD1-10-13,118.7795068019233,37.86538700664133,1
GD1-10-15,118.7777217111364,37.86865250733528,1
GD1-10-17,118.77497573515015,37.87166222289892,1
GD1-10-19,118.77275309432427,37.87470453175321,1
GD1-10-191,118.77292784669041,37.87440912601231,1
GD1-10-20,118.77145554715071,37.87557085932781,1
GD1-10-207,118.7884609070034,37.8541011282412,1
GD1-10-21,118.7714691138394,37.88088111401894,1
GD1-10-213,118.77869535778484,37.86377550327,0
GD1-10-307,118.78607635695914,37.85604036203977,1
GD1-10-315,118.77855225189012,37.86822106902498,1
GD1-10-319,118.77468863034274,37.8739051435136,1
GD1-10-405,118.78916460757334,37.85219190935525,1
GD1-10-409,118.78480848613373,37.859059397646234,1
GD1-10-413,118.78121911832332,37.865712435436244,1
GD1-10-417,118.77787601702613,37.87223552588651,1
GD1-10-507,118.78790872188418,37.85287761385846,1
GD1-10-509,118.7854287946926,37.85745549983241,0
GD1-10-511,118.78289742559065,37.860854009335334,1
GD1-10-513,118.78021218576018,37.86353411843671,1
GD1-10-612,118.78342737544759,37.864926795042344,1
GD1-10-7,118.78607374883927,37.85593230051058,1
GD1-1-07,118.76982000104171,37.8480611776478,1
GD1-10-817,118.7756008730348,37.87119336463803,0
GD1-10-9,118.78340844076676,37.859427441640804,1
GD1-1-09,118.76799508310667,37.85156361017125,1
GD1-10-908,118.7882655604417,37.85448019766715,1
GD1-10J413,118.78193151400852,37.865095836728564,0
GD1-10N11,118.78184486667413,37.862441916779744,1
GD1-10N15,118.77797118912206,37.868630722270815,1
GD1-10N409,118.78476142479337,37.858992548029406,1
GD1-10N7,118.7862776419066,37.85590668566127,1
GD1-10N9,118.78345116017705,37.859314189116446,1
GD1-10P207,118.78299645399215,37.852033708542216,1
GD1-10X210,118.7826302724021,37.86063149359947,1
GD1-10X3005,118.78888856592138,37.852000621578746,1
GD1-10X3007,118.78176662844106,37.85852776971009,0
GD1-10X3008,118.78168334050481,37.85864559940731,1
GD1-10X3010,118.7789184388838,37.861711454974596,1
GD1-10X3305,118.79022274515593,37.859873787655275,0
GD1-10X3306,118.78173882724172,37.8585670168378,1
GD1-10X3308,118.78099687936766,37.85831213581713,0
GD1-10X3310,118.7788726800575,37.86169863386394,0
GD1-10X3311,118.77882681299347,37.86168131015795,1
GD1-10X909,118.78845666345518,37.85392552842583,0
GD1-10XN13,118.77777740811717,37.86529602966072,1
GD1-10XN509,118.7823457414878,37.854932566961516,1
GD1-10XNB19,118.77258627616547,37.874382741274566,0
GD1-11-015,118.77843242294807,37.87079928651215,0
GD1-11-1,118.79335546226297,37.84885132592027,1
GD1-1-11,118.76527648126567,37.85475961907335,1
GD1-11-10,118.78415613365695,37.86310505938587,1
GD1-11-11,118.78275976557423,37.864572067489256,0
GD1-11-12,118.78184709730445,37.866308746720016,0
GD1-11-121,118.78166323541194,37.86622369784825,1
GD1-11-13,118.78029132134617,37.86776687839754,0
GD1-11-14,118.77964940336614,37.86942512576649,1
GD1-11-15,118.77800172034706,37.87084633138559,1
GD1-11-16,118.77636554566904,37.87274929070137,1
GD1-11-17,118.7752378209954,37.87405901280803,1
GD1-11-18,118.77458904051288,37.87543807535773,1
GD1-11-19,118.77360589039971,37.87709242586441,1
GD1-1-12,118.76374945490988,37.855521201274826,1
GD1-11-209,118.7837703215746,37.86124165962969,0
GD1-11-3,118.79120254412229,37.85189967385549,1
GD1-11-311,118.78246738901397,37.86186946531133,1
GD1-11-315,118.78157653645799,37.86734205368215,1
GD1-11-317,118.77756000091537,37.87421764528584,0
GD1-11-4,118.79072544448837,37.85378068447438,1
GD1-1-14,118.76210737758518,37.86004101026363,1
GD1-11-401,118.79703532379563,37.85068247468244,1
GD1-11-403,118.7951543675386,37.85088683700894,1
GD1-11-407,118.78770802575973,37.857738454518525,0
GD1-11-41,118.78995719141241,37.85301989625068,1
GD1-11-411,118.7841353471502,37.86412782977297,1
GD1-11-415,118.77975924055615,37.870211701183315,1
GD1-11-5,118.78936724186305,37.85493414680083,0
GD1-1-15,118.760878852644,37.86093771809972,0
GD1-11-51,118.78947428351917,37.85466226697914,1
GD1-11-512,118.78243680987097,37.86720291164812,0
GD1-11-6,118.78852810142995,37.85688145789737,1
GD1-1-16,118.75973954714614,37.86272041166585,1
GD1-11-617,118.77369338466376,37.87315893478404,1
GD1-11-7,118.78671625352291,37.85807331119672,1
GD1-1-17,118.75864064710795,37.86429304418537,1
GD1-11-705,118.78926618692178,37.85545366713394,1
GD1-11-708,118.78584315117442,37.860500817084514,1
GD1-11-709,118.7843384592468,37.861242057213644,1
GD1-11-711,118.78246211095379,37.86542336649792,1
GD1-11-713,118.7797462849967,37.86778412929455,1
GD1-11-715,118.77748608908962,37.871142388688924,1
GD1-11-717,118.77532827210176,37.87403963167342,0
GD1-11-8,118.78612699958212,37.86002131626678,1
GD1-1-18,118.7568108039985,37.8657121741481,1
GD1-11-815,118.77803591374732,37.871323260793766,1
GD1-11-817,118.77636910513587,37.87384375915173,1
GD1-11-9,118.78475056595319,37.86136868369046,1
GD1-11-907,118.78662375955946,37.85800715191387,0
GD1-11-914,118.77842917502512,37.87066420937743,0
GD1-11C411,118.78412851012128,37.86412703256218,0
GD1-11J11,118.78210864844951,37.86490172613618,1
GD1-11N1,118.79340312440483,37.84894293620793,1
GD1-11N10,118.78445618387303,37.8632964441056,1
GD1-11N13,118.7803551431802,37.86758574474917,1
GD1-11N15,118.77728810023868,37.87046974734982,1
GD1-11N16,118.77620336656281,37.87262111626032,1
GD1-11N17,118.77514564060557,37.874006352647875,0
GD1-11N4,118.7909275863941,37.85368302089101,1
GD1-11N7,118.78673973038065,37.85810448432682,1
GD1-11N8,118.78612482577513,37.85993126505609,0
GD1-11N9,118.78479094908981,37.86115862563636,0
GD1-11NB12,118.78111332616997,37.86698197098001,1
GD1-11P515,118.7813691079763,37.87279942586441,1
GD1-11X007,118.78666919115214,37.85800646235978,1
GD1-11X02,118.7948349044273,37.85083090129489,0
GD1-11X2,118.79474590649447,37.85090882975189,0
GD1-11X3006,118.7902596189984,37.85981521266304,0
GD1-11X3007,118.79024441072765,37.85983940634488,0
GD1-11X3008,118.7817110260135,37.85860626395943,1
GD1-11X3009,118.78420530711259,37.86137469763727,1
GD1-11X3010,118.78431932575269,37.86139098617836,1
GD1-11X3012,118.78236843687546,37.86719493860625,0
GD1-11X3013,118.78241322325835,37.86716723516838,1
GD1-11X309,118.78647449591165,37.86217806316036,1
GD1-11X3305,118.79027482725948,37.85979101897939,1
GD1-11X3306,118.78699740384829,37.85715333736228,0
GD1-11X3307,118.79014183206199,37.86000473936598,0
GD1-11X3308,118.78165553921875,37.858684846516816,1
GD1-11X3310,118.78425117515944,37.86139201922086,1
GD1-11X3311,118.78554068263384,37.865858656648385,1
GD1-11X3312,118.78232408440817,37.867240652284984,0
GD1-11X707,118.7858419557487,37.86045128891519,1
GD1-11X710,118.78397480313835,37.86406720416548,0
GD1-11X814,118.77789086537236,37.87102366999619,1
GD1-11X903,118.79237580145346,37.85343351668889,1
GD1-11X906,118.78476006725148,37.858936265971124,1
GD1-11XN19,118.77501934011772,37.87537303198368,0
GD1-11XN3010,118.78266169138728,37.85995952991024,1
GD1-11XN411,118.7857625954063,37.86469545700646,1
GD1-11XN71,118.78473735114633,37.85893661038919,1
GD1-11XNB5,118.78852480701805,37.85392449312154,0
GD1-1-20,118.75502356837103,37.86893007781952,1
GD1-12-11,118.78546623721108,37.863715783469885,1
GD1-12-13,118.78343610536912,37.86717426216376,1
GD1-12-15,118.78093849241277,37.87010377977643,1
GD1-12-17,118.77895873063564,37.87378212548802,0
GD1-12-19,118.77639104442405,37.876649547806984,1
GD1-12-2,118.79186164206645,37.85284453617231,1
GD1-12-209,118.79034037207195,37.85946634974799,0
GD1-12-309,118.78809796575443,37.86070981412185,0
GD1-12-313,118.784085715584,37.86678156009441,0
GD1-12-317,118.78096439324446,37.873067154671716,0
GD1-12-407,118.7904224152294,37.85628287851273,0
GD1-12-411,118.78718222034436,37.863252833877915,1
GD1-12-415,118.78226842301713,37.86964674125324,1
GD1-12-419,118.77705484025837,37.875896333511655,0
GD1-12-421,118.77452624732986,37.87661011559453,1
GD1-12-5,118.79184613753162,37.85408117803288,1
GD1-12-505,118.79233271722025,37.85353101320433,1
GD1-12-507,118.79106453770717,37.855586218299386,0
GD1-12-509,118.78821190309483,37.85978246848808,0
GD1-12-511,118.78640656210582,37.862188102584675,0
GD1-12-513,118.78403194090265,37.86549417202069,0
GD1-12-614,118.78151033257484,37.87119865617981,1
GD1-12-7,118.7896598977361,37.85669985262301,0
GD1-12-817,118.78038124782951,37.873391271405644,0
GD1-12-9,118.78721082139928,37.86067374069608,1
GD1-12CN5,118.79150492910499,37.854066102305154,0
GD1-12J411,118.78620960895535,37.862501881811156,0
GD1-12N11,118.78547145315092,37.86393190631146,1
GD1-12N13,118.78314579012712,37.86644447488241,1
GD1-12N17,118.7789978901143,37.87352028973353,1
GD1-12N19,118.77625979783193,37.87686322625134,0
GD1-12N313,118.78408196914643,37.86662622176085,0
GD1-12N5,118.79157590665396,37.854182131575534,1
GD1-12N511,118.78670471124012,37.86230068678897,0
GD1-12NB17,118.77918864601801,37.87389125529568,1
GD1-12P511,118.78473140814643,37.86622676245977,1
GD1-12X1,118.79501781350673,37.85087765874624,0
GD1-12X3008,118.79020797157935,37.85989716396406,0
GD1-12X3012,118.78553981321272,37.86582263618857,0
GD1-12X3013,118.78549720234619,37.86594039192339,1
GD1-12X3306,118.79029255201452,37.859762823317745,1
GD1-12X3308,118.79016126964667,37.85997219363659,0
GD1-12X3310,118.78438747634247,37.86138995309643,0
GD1-12X3312,118.78549633294371,37.8659043714632,1
GD1-12X402,118.79474705287655,37.85095610648734,1
GD1-12XN15,118.77965222003664,37.869542192563834,1
GD1-12XN411,118.78593836136183,37.86256230021122,1
GD1-12XN505,118.79496452324467,37.85149104392801,1
GD1-1-3,118.773832483823,37.842938036070734,0
GD1-13-10,118.78803661251807,37.86287276562093,1
GD1-13-11,118.7869589195681,37.864357502580965,1
GD1-13-12,118.78568095900373,37.8660209321583,1
GD1-13-13,118.78487808089656,37.867596069061655,1
GD1-13-14,118.78362170740404,37.86921635915879,1
GD1-13-15,118.78258927633165,37.87070037053815,1
GD1-1-315,118.75774061308749,37.8627592866953,0
GD1-13-16,118.78142655670126,37.87243858039329,0
GD1-13-17,118.78012637472207,37.874133815935714,1
GD1-13-18,118.77806106408126,37.87520550596932,1
GD1-13-19,118.77798902874767,37.876936208363226,0
GD1-13-2,118.79730198080459,37.850435176501534,1
GD1-13-20,118.77694209872881,37.87877171742406,1
GD1-1-320,118.75719101479399,37.86928059899256,1
GD1-13-213,118.78474214854474,37.86761389499304,1
GD1-13-3,118.7954951301486,37.85182076793596,1
GD1-13-317,118.78257263350329,37.870952858040674,1
GD1-13-4,118.79532516484818,37.85324443819706,0
GD1-13-406,118.79375472722802,37.85595063480019,0
GD1-13-410,118.78947842872084,37.86235088828273,0
GD1-13-414,118.78518760538516,37.86817917372982,1
GD1-13-5,118.79291194892946,37.85492975813227,0
GD1-13-507,118.79100839151634,37.857960790699394,0
GD1-13-511,118.7858267804171,37.86547145882969,0
GD1-13-6,118.7921377776949,37.856740978236516,0
GD1-13-612,118.78584770438954,37.86633820099441,1
GD1-13-620,118.77707929818,37.87880567950997,1
GD1-13-7,118.79198952903717,37.85812602697377,0
GD1-13-703,118.79379085479823,37.85369122364467,1
GD1-13-708,118.79045645895324,37.85956818084431,1
GD1-13-710,118.78773176803726,37.862483277805964,1
GD1-13-712,118.78592064204085,37.86559390040128,1
GD1-13-713,118.78568584763946,37.86716492617929,0
GD1-13-714,118.78284628463264,37.870047872396725,1
GD1-13-716,118.78193697315295,37.87192638309847,1
GD1-13-717,118.78144152345443,37.87305993398484,1
GD1-13-718,118.77822617543593,37.87545524691184,1
GD1-13-720,118.77684147172228,37.878367858431204,1
GD1-13-8,118.79039277715718,37.85975382195843,0
GD1-13-816,118.78235776279848,37.872410969925234,1
GD1-13-817,118.78144456367902,37.87507326664534,1
GD1-13-9,118.78938468673455,37.861293824831115,1
GD1-13-902,118.79737389296028,37.85058947379192,0
GD1-13-915,118.78263370024386,37.871600538558106,0
GD1-13C708,118.79045645895324,37.85956818084431,0
GD1-13C713,118.78573101314147,37.86715298045643,0
GD1-13G17,118.7803482053456,37.874851133150884,1
GD1-13J10,118.78616710956952,37.86262414033523,0
GD1-13N10,118.78799476888548,37.86302204004843,1
GD1-13N11,118.78725125884395,37.86422919844373,0
GD1-13N12,118.78576569098998,37.865765159050405,1
GD1-13N13,118.78517380508477,37.867607349017675,0
GD1-13N15,118.7826060275978,37.87045238558695,0
GD1-13N16,118.78143425692986,37.87275826232241,1
GD1-13N18,118.77787344925139,37.87496511311191,0
GD1-13N20,118.77694383000835,37.878843758521754,1
GD1-13N3,118.79528557292063,37.85161226610346,1
GD1-13N7,118.79172010149394,37.85826075025881,0
GD1-13N8,118.78968002303851,37.85941108042484,0
GD1-13N9,118.78938926029346,37.86148293199127,0
GD1-13NB9,118.78920159152061,37.861240305435764,0
GD1-13P206,118.78887952778153,37.85195571678674,0
GD1-13P510,118.79131782972082,37.86417188627682,1
GD1-13P511,118.78659078597836,37.86699354680459,0
GD1-13P513,118.79080638681303,37.86463684519114,1
GD1-13P514,118.78778653692989,37.870391828697834,0
GD1-13P517,118.78424091941243,37.87321571500848,1
GD1-13P518,118.78244175649458,37.87589595044747,1
GD1-13P614,118.78580226766162,37.8663388903595,0
GD1-13X208,118.78589102957736,37.860601435408476,0
GD1-13X21,118.77670048660379,37.878176306105885,0
GD1-13X212,118.78582732264148,37.86518795586223,1
GD1-13X312,118.78688723184847,37.86421220417051,1
GD1-13X3307,118.79032986482223,37.8597036110383,0
GD1-13X3308,118.79031180806628,37.859732172091604,0
GD1-13X3311,118.78667983655785,37.86409373882247,1
GD1-13X3312,118.78672570685733,37.864111059376825,0
GD1-13X702,118.79549381941116,37.85176673741125,0
GD1-13X818,118.77867823938733,37.876295206213406,1
GD1-13X913,118.78707200354644,37.86997928471546,0
GD1-13XJ9,118.78819166122607,37.862706006739906,0
GD1-13XN14,118.78680752777446,37.870321115143824,0
GD1-13XN19,118.77630740443622,37.876952591840286,0
GD1-13XN4,118.7955392469538,37.85176604453126,1
GD1-13XN410,118.7880528006762,37.86260226731572,1
GD1-13XN414,118.7868954690781,37.8701981666274,0
GD1-13XN71,118.79040628721876,37.85937301094185,1
GD1-13XN712,118.78583694337736,37.86589244789833,0
GD1-1-4,118.77481070915447,37.84488713646769,0
GD1-14-013,118.78801443714357,37.86853713981538,1
GD1-14-11,118.78863946698169,37.865248583288604,0
GD1-14-13,118.78680858872582,37.868483384285675,1
GD1-1-414,118.76286751658529,37.85951614735279,0
GD1-14-15,118.78451717911351,37.87147740890618,1
GD1-14-16,118.78796970647068,37.86668659172638,1
GD1-14-17,118.782697950252,37.874266053543586,0
GD1-1-418,118.75821469690828,37.86549527864128,1
GD1-14-19,118.77962632596231,37.87791139546959,1
GD1-14-213,118.78791918104427,37.86741704022117,1
GD1-14-215,118.78576286176784,37.870354986247285,1
GD1-14-3,118.79889819382528,37.85253903382067,1
GD1-14-311,118.78946968569538,37.86480806515228,0
GD1-14-315,118.785283571177,37.871213551388394,0
GD1-14-319,118.78134137337499,37.87739449220667,0
GD1-14-320,118.7786106589239,37.87821051351156,1
GD1-14-405,118.79743529802543,37.85498914727908,1
GD1-14-409,118.7921199120909,37.86163281865158,0
GD1-14-413,118.78792538431136,37.867673685589274,0
GD1-14-417,118.78376148508355,37.87406977190743,1
GD1-14-5,118.79529432690045,37.85571997077732,1
GD1-14-504,118.7970280462039,37.85412605304797,0
GD1-14-508,118.79368700368221,37.85690655876372,0
GD1-14-509,118.79348627561787,37.857062760247274,0
GD1-14-511,118.79087865255855,37.86105039862555,1
GD1-14-514,118.79028153482186,37.86266973541857,0
GD1-14-516,118.78718522128463,37.86713991766654,0
GD1-14-609,118.79234508812696,37.862485189021264,0
GD1-14-610,118.78993134969092,37.86322457405211,0
GD1-14-8,118.79415084700962,37.85916735783531,0
GD1-14-817,118.78238897411278,37.874649085997234,1
GD1-14-819,118.78096128380002,37.87765698381559,0
GD1-14-9,118.79064233584376,37.86161476742237,0
GD1-14-914,118.78768920558774,37.86448379185795,1
GD1-14C405,118.79745959848535,37.85505408721965,1
GD1-14C819,118.78072549878449,37.87730471963603,0
GD1-14CN19,118.77961747468606,37.8784880670484,1
GD1-14G10,118.79234749165097,37.860708243611704,1
GD1-14G14,118.7895547299984,37.86456579727727,1
GD1-14G20,118.78533488455865,37.870514621634726,0
GD1-14G22,118.78399362134331,37.87238618624164,0
GD1-14G6,118.79543717856147,37.85692491942051,1
GD1-14J10,118.79016097458667,37.86332242665609,0
GD1-14N15,118.78460033175057,37.87209772810172,1
GD1-14N19,118.7792463358345,37.87817838429902,1
GD1-14N3,118.79876366090058,37.852613156892055,0
GD1-14N413,118.7886765181623,37.86772082809588,0
GD1-14N509,118.79672036501762,37.856427894912166,0
GD1-14N8,118.7941486635074,37.85907730700673,1
GD1-14N9,118.79082723116855,37.86174257655921,0
GD1-14NB8,118.79454297133302,37.859406859678586,0
GD1-14X1,118.79501721293168,37.85085289474536,0
GD1-14X205,118.80023310874206,37.85604091541649,0
GD1-14X209,118.79531460935108,37.859365816067914,0
GD1-14X210,118.79123584280886,37.86292105528022,0
GD1-14X308,118.79241624123063,37.86073196989367,0
GD1-14X521,118.77882460638914,37.879545027825884,1
GD1-14X522,118.7787658382444,37.87899189933808,1
GD1-14X904,118.79563929428247,37.8540166229311,1
GD1-14X905,118.79566375669818,37.854088317113124,0
GD1-14X910,118.79239450634168,37.86077283870319,0
GD1-14X912,118.7914568314152,37.862404122758946,1
GD1-14XJ11,118.78588988028832,37.86526105588182,0
GD1-14XN11,118.78681982043607,37.86706664164045,0
GD1-14XN13,118.78699458308589,37.868656224555984,1
GD1-14XN409,118.7914544874013,37.86230731802863,0
GD1-14XNC8,118.79382496297069,37.85884802163147,0
GD1-1-5,118.7720720487253,37.84532476340743,0
GD1-15-011,118.79020602797532,37.86706248260011,0
GD1-15-013,118.78654609481656,37.87078901645586,1
GD1-15-015,118.78613443993714,37.87350679332299,1
GD1-15-019,118.78253119205749,37.87960605646315,0
GD1-1-502,118.7759171420879,37.84365430997524,1
GD1-15-03,118.79878734690264,37.854522578498745,1
GD1-1-503,118.77342943406033,37.845081364554325,1
GD1-1-504,118.77262213464022,37.84647406860097,1
GD1-15-1,118.80066937250581,37.85155706288492,1
GD1-15-10,118.79022302493472,37.86588662716434,1
GD1-15-11,118.78924470468634,37.86772120073635,0
GD1-15-12,118.78805359128937,37.86921667958943,0
GD1-15-13,118.78704212101084,37.87062383931447,0
GD1-15-14,118.78594495140139,37.872248492501924,0
GD1-15-15,118.7848715419675,37.873917817219905,1
GD1-15-16,118.7837261203079,37.87543057657212,0
GD1-15-17,118.78262794112999,37.87701918074987,1
GD1-15-18,118.78173367287891,37.8785821669614,0
GD1-15-19,118.7804534077537,37.880164499019514,0
GD1-15-2,118.79923972321123,37.85350221873081,0
GD1-15-20,118.77908579264378,37.87906363464137,1
GD1-15-209,118.79251714690113,37.8648968219395,0
GD1-15-211,118.79012539626682,37.86748710393961,0
GD1-15-215,118.78650882277682,37.872068775446145,0
GD1-15-3,118.79836424945765,37.854878118877295,1
GD1-15-315,118.78824473864186,37.87054251513321,1
GD1-15-319,118.78371564902183,37.87688108767642,1
GD1-15-4,118.79661006851049,37.85656470451959,0
GD1-15-403,118.7997224218129,37.854663681362,1
GD1-15-407,118.79518935207753,37.86075952547732,1
GD1-15-411,118.79055911615224,37.866626960518694,1
GD1-15-415,118.7866533143893,37.873345775162484,0
GD1-15-419,118.78198921642026,37.879753893992536,0
GD1-15-420,118.7799698764755,37.880851947048505,0
GD1-15-5,118.79585076664097,37.85804916605912,0
GD1-15-51,118.7960555357401,37.85805955451751,1
GD1-15-521,118.78013847662129,37.881245766493265,1
GD1-15-6,118.79563815276938,37.859588343345955,1
GD1-15-609,118.79249576407163,37.86401432382579,1
GD1-15-611,118.78985216997211,37.868405612037435,1
GD1-15-612,118.78919205680644,37.8693029759345,0
GD1-15-613,118.78754946204731,37.87092692521244,0
GD1-15-7,118.79375596029715,37.86162591547738,0
GD1-15-705,118.795970628824,37.85830632915523,1
GD1-15-708,118.79362588112085,37.861884637277875,1
GD1-15-709,118.79112585285776,37.86469053901392,1
GD1-15-711,118.78942885092009,37.86781749379383,1
GD1-15-713,118.78707809565807,37.87023142754004,0
GD1-15-715,118.78470999788907,37.8738166702824,0
GD1-15-717,118.78273677332359,37.87681934749944,0
GD1-15-8,118.79283540388569,37.86302498276856,1
GD1-15-811,118.79018837633916,37.867272196475554,0
GD1-15-815,118.78534454615995,37.87373948359238,0
GD1-15-817,118.78429848014133,37.87654344661895,1
GD1-15-9,118.79152708594705,37.86436688650247,1
GD1-15-909,118.79088341526858,37.86406363936019,0
GD1-15-911,118.78944089531967,37.86737589884255,0
GD1-15-913,118.78689885642265,37.87127912364438,0
GD1-15-914,118.78582798270163,37.87305201510996,0
GD1-15N1,118.80072279661549,37.851885052764345,0
GD1-15N10,118.79029575607562,37.866074697480265,1
GD1-15N12,118.7882202456206,37.86952944191295,0
GD1-15N13,118.78747216236229,37.87054974623123,0
GD1-15N16,118.78352347572658,37.87551021895616,1
GD1-15N17,118.78288026793489,37.87711445108078,1
GD1-15N18,118.78155721124652,37.87880554402935,1
GD1-15N2,118.7989125304187,37.85312886583966,0
GD1-15N3,118.79883051940989,37.854802981222825,1
GD1-15N4,118.796696556637,37.85638321624599,1
GD1-15N6,118.79536452081929,37.85954972720506,1
GD1-15N7,118.79371418347289,37.861777442929366,0
GD1-15N8,118.79295346401194,37.86320785685995,1
GD1-15N9,118.79136620867594,37.86429276351499,0
GD1-15NB16,118.78480989976177,37.87418900404951,0
GD1-15P519,118.78422013742022,37.88083263076007,0
GD1-15X007,118.79232826535872,37.86085267093617,1
GD1-15X205,118.796535700757,37.86400272940517,0
GD1-15X206,118.796597886158,37.86402267976086,0
GD1-15X208,118.79115105536708,37.86291549911343,0
GD1-15X21,118.77961913528429,37.879501487061745,1
GD1-15X215,118.78609900251773,37.87328644510845,0
GD1-15X320,118.77988063041255,37.879297546227946,1
GD1-15X405,118.7953169581656,37.859462620641935,0
GD1-15X421,118.77989007086424,37.87942532274175,1
GD1-15X522,118.780710072528,37.882327135272526,0
GD1-15X5221,118.78329382223703,37.88106737594224,0
GD1-15X523,118.78028767170186,37.88083362764816,0
GD1-15X706,118.79038476946799,37.85942288450807,0
GD1-15X805,118.796744392073,37.85648157864658,0
GD1-15X819,118.78029320097347,37.881063258145666,0
GD1-15X901,118.8012983355957,37.85312616457991,0
GD1-15X902,118.80131439025492,37.853785784942765,0
GD1-15X903,118.80099212816856,37.85641666669821,0
GD1-15X907,118.79393717117914,37.86535038152783,0
GD1-15X908,118.79145563215086,37.86235459475758,1
GD1-15X910,118.79027058755709,37.866912861996376,0
GD1-15XN420,118.78032260091707,37.88039619197216,0
GD1-15XN61,118.79235010937872,37.86081630468248,0
GD1-15XNB7,118.79163235312528,37.862144711630314,0
GD1-16-011,118.79341409869083,37.866272705272834,1
GD1-16-013,118.78932493223692,37.870098199611945,1
GD1-16-11,118.79219914839271,37.86677991644039,1
GD1-16-13,118.78993312777513,37.86987275048416,0
GD1-16-15,118.7876222421035,37.872997752116326,0
GD1-1-616,118.75865718553406,37.86116461318729,0
GD1-16-17,118.78568612286519,37.87658996425528,0
GD1-1-618,118.75785730030232,37.86575735729247,0
GD1-16-19,118.78320808834086,37.87939761771006,0
GD1-16-20,118.78336600937675,37.881232937391495,1
GD1-16-205,118.80023546370778,37.85613771978379,0
GD1-16-21,118.78071636255343,37.882588283554306,1
GD1-16-213,118.788898380393,37.8703163808262,1
GD1-16-3,118.8012992376026,37.85409680692785,1
GD1-16-305,118.80108485165346,37.85649181948208,1
GD1-16-309,118.7964877084548,37.86369222161666,0
GD1-16-313,118.7911510338936,37.86948487862662,1
GD1-16-317,118.78682392180934,37.87570338564233,0
GD1-16-321,118.78260167872294,37.88158683582565,1
GD1-16-403,118.80280640521303,37.853470171450205,0
GD1-16-407,118.79825499623398,37.85973306790865,0
GD1-16-411,118.79398423867016,37.86635410097202,0
