lng,lat,status
118.7888886,37.85200062,0
118.7817666,37.85852777,0
118.7816833,37.8586456,0
118.7789184,37.86171145,0
118.7902227,37.85987379,0
118.7817388,37.85856702,0
118.7809969,37.85831214,0
118.7788727,37.86169863,0
118.7788268,37.86168131,0
118.7884567,37.85392553,0
118.7777774,37.86529603,0
118.7823457,37.85493257,0
118.7725863,37.87438274,0
118.7784324,37.87079929,0
118.7933555,37.84885133,0
118.7652765,37.85475962,0
118.7841561,37.86310506,0
118.7827598,37.86457207,0
118.7818471,37.86630875,0
118.7816632,37.8662237,0
118.7802913,37.86776688,0
118.7796494,37.86942513,0
118.7780017,37.87084633,0
118.7763655,37.87274929,0
118.7752378,37.87405901,0
118.774589,37.87543808,0
118.7736059,37.87709243,0
118.7637495,37.8555212,0
118.7837703,37.86124166,0
118.7912025,37.85189967,0
118.7824674,37.86186947,0
118.7815765,37.86734205,0
118.77756,37.87421765,0
118.7907254,37.85378068,0
118.7621074,37.86004101,0
118.7970353,37.85068247,0
118.7951544,37.85088684,0
118.787708,37.85773845,0
118.7899572,37.8530199,0
118.7841353,37.86412783,0
118.7797592,37.8702117,0
118.7893672,37.85493415,0
118.7608789,37.86093772,0
118.7894743,37.85466227,0
118.7824368,37.86720291,0
118.7885281,37.85688146,0
118.7597395,37.86272041,0
118.7736934,37.87315893,0
118.7867163,37.85807331,0
118.7586406,37.86429304,0
118.7892662,37.85545367,0
118.7858432,37.86050082,0
118.7843385,37.86124206,0
118.7824621,37.86542337,0
118.7797463,37.86778413,0
118.7774861,37.87114239,0
118.7753283,37.87403963,0
118.786127,37.86002132,0
118.7568108,37.86571217,0
118.7780359,37.87132326,0
118.7763691,37.87384376,0
118.7847506,37.86136868,0
118.7866238,37.85800715,0
118.7784292,37.87066421,0
118.7841285,37.86412703,0
118.7821086,37.86490173,0
118.7934031,37.84894294,0
118.7844562,37.86329644,0
118.7803551,37.86758574,0
118.7772881,37.87046975,0
118.7762034,37.87262112,0
118.7751456,37.87400635,0
118.7909276,37.85368302,0
118.7867397,37.85810448,0
118.7861248,37.85993127,0
118.7847909,37.86115863,0
118.7811133,37.86698197,0
118.7813691,37.87279943,0
118.7866692,37.85800646,0
118.7948349,37.8508309,0
118.7947459,37.85090883,0
118.7902596,37.85981521,0
118.7902444,37.85983941,0
118.781711,37.85860626,0
118.7842053,37.8613747,0
118.7843193,37.86139099,0
118.7823684,37.86719494,0
118.7824132,37.86716724,0
118.7864745,37.86217806,0
118.7902748,37.85979102,0
118.7869974,37.85715334,0
118.7901418,37.86000474,0
118.7816555,37.85868485,0
118.7842512,37.86139202,0
118.7855407,37.86585866,0
118.7823241,37.86724065,0
118.785842,37.86045129,0
118.7839748,37.8640672,0
118.7778909,37.87102367,0
118.7923758,37.85343352,0
118.7847601,37.85893627,0
118.7750193,37.87537303,0
118.7826617,37.85995953,0
118.7857626,37.86469546,0
118.7847374,37.85893661,0
118.7885248,37.85392449,0
118.7550236,37.86893008,0
118.7854662,37.86371578,0
118.7834361,37.86717426,0
118.7809385,37.87010378,0
118.7789587,37.87378213,0
118.776391,37.87664955,0
118.7918616,37.85284454,0
118.7903404,37.85946635,0
118.788098,37.86070981,0
118.7840857,37.86678156,0
118.7809644,37.87306715,0
118.7904224,37.85628288,0
118.7871822,37.86325283,0
118.7822684,37.86964674,0
118.7770548,37.87589633,0
118.7745262,37.87661012,0
118.7918461,37.85408118,0
118.7923327,37.85353101,0
118.7910645,37.85558622,0
118.7882119,37.85978247,0
118.7864066,37.8621881,0
118.7840319,37.86549417,0
118.7815103,37.87119866,0
118.7896599,37.85669985,0
118.7803812,37.87339127,0
118.7872108,37.86067374,0
118.7915049,37.8540661,0
118.7862096,37.86250188,0
118.7854715,37.86393191,0
118.7831458,37.86644447,0
118.7789979,37.87352029,0
118.7762598,37.87686323,0
118.784082,37.86662622,0
118.7915759,37.85418213,0
118.7867047,37.86230069,0
118.7791886,37.87389126,0
118.7847314,37.86622676,0
118.7950178,37.85087766,0
118.790208,37.85989716,0
118.7855398,37.86582264,0
118.7854972,37.86594039,0
118.7902926,37.85976282,0
118.7901613,37.85997219,0
118.7843875,37.86138995,0
118.7854963,37.86590437,0
118.7947471,37.85095611,0
118.7796522,37.86954219,0
118.7859384,37.8625623,0
118.7949645,37.85149104,0
118.7738325,37.84293804,0
118.7880366,37.86287277,0
118.7869589,37.8643575,0
118.785681,37.86602093,0
118.7848781,37.86759607,0
118.7836217,37.86921636,0
118.7825893,37.87070037,0
118.7577406,37.86275929,0
118.7814266,37.87243858,0
118.7801264,37.87413382,0
118.7780611,37.87520551,0
118.777989,37.87693621,0
118.797302,37.85043518,0
118.7769421,37.87877172,0
118.757191,37.8692806,0
118.7847421,37.86761389,0
118.7954951,37.85182077,0
118.7825726,37.87095286,0
118.7953252,37.85324444,0
118.7937547,37.85595063,0
118.7894784,37.86235089,0
118.7851876,37.86817917,0
118.7929119,37.85492976,0
118.7910084,37.85796079,0
118.7858268,37.86547146,0
118.7921378,37.85674098,0
118.7858477,37.8663382,0
118.7770793,37.87880568,0
118.7919895,37.85812603,0
118.7937909,37.85369122,0
118.7904565,37.85956818,0
118.7877318,37.86248328,0
118.7859206,37.8655939,0
118.7856858,37.86716493,0
118.7828463,37.87004787,0
118.781937,37.87192638,0
118.7814415,37.87305993,0
118.7782262,37.87545525,0
118.7768415,37.87836786,0
118.7903928,37.85975382,0
118.7823578,37.87241097,0
118.7814446,37.87507327,0
118.7893847,37.86129382,0
118.7973739,37.85058947,0
118.7826337,37.87160054,0
118.7904565,37.85956818,0
118.785731,37.86715298,0
118.7803482,37.87485113,0
118.7861671,37.86262414,0
118.7879948,37.86302204,0
118.7872513,37.8642292,0
118.7857657,37.86576516,0
118.7851738,37.86760735,0
118.782606,37.87045239,0
118.7814343,37.87275826,0
118.7778734,37.87496511,0
118.7769438,37.87884376,0
118.7952856,37.85161227,0
118.7917201,37.85826075,0
118.78968,37.85941108,0
118.7893893,37.86148293,0
118.7892016,37.86124031,0
118.7888795,37.85195572,0
118.7913178,37.86417189,0
118.7865908,37.86699355,0
118.7908064,37.86463685,0
118.7877865,37.87039183,0
118.7842409,37.87321572,0
118.7824418,37.87589595,0
118.7858023,37.86633889,0
118.785891,37.86060144,0
118.7767005,37.87817631,0
118.7858273,37.86518796,0
118.7868872,37.8642122,0
118.7903299,37.85970361,0
118.7903118,37.85973217,0
118.7866798,37.86409374,0
118.7867257,37.86411106,0
118.7954938,37.85176674,0
118.7786782,37.87629521,0
118.787072,37.86997928,0
118.7881917,37.86270601,0
118.7868075,37.87032112,0
118.7763074,37.87695259,0
118.7955392,37.85176604,0
118.7880528,37.86260227,0
118.7868955,37.87019817,0
118.7904063,37.85937301,0
118.7858369,37.86589245,0
118.7748107,37.84488714,0
118.7880144,37.86853714,0
118.7886395,37.86524858,0
118.7868086,37.86848338,0
118.7628675,37.85951615,0
118.7845172,37.87147741,0
118.7879697,37.86668659,0
118.782698,37.87426605,0
118.7582147,37.86549528,0
118.7796263,37.8779114,0
118.7879192,37.86741704,0
118.7857629,37.87035499,0
118.7988982,37.85253903,0
118.7894697,37.86480807,0
118.7852836,37.87121355,0
118.7813414,37.87739449,0
118.7786107,37.87821051,0
118.7974353,37.85498915,0
118.7921199,37.86163282,0
118.7879254,37.86767369,0
118.7837615,37.87406977,0
118.7952943,37.85571997,0
118.797028,37.85412605,0
118.793687,37.85690656,0
118.7934863,37.85706276,0
118.7908787,37.8610504,0
118.7902815,37.86266974,0
118.7871852,37.86713992,0
118.7923451,37.86248519,0
118.7899313,37.86322457,0
118.7941508,37.85916736,0
118.782389,37.87464909,0
118.7809613,37.87765698,0
118.7906423,37.86161477,0
118.7876892,37.86448379,0
118.7974596,37.85505409,0
118.7807255,37.87730472,0
118.7796175,37.87848807,0
118.7923475,37.86070824,0
118.7895547,37.8645658,0
118.7853349,37.87051462,0
118.7839936,37.87238619,0
118.7954372,37.85692492,0
118.790161,37.86332243,0
118.7846003,37.87209773,0
118.7792463,37.87817838,0
118.7987637,37.85261316,0
118.7886765,37.86772083,0
118.7967204,37.85642789,0
118.7941487,37.85907731,0
118.7908272,37.86174258,0
118.794543,37.85940686,0
118.7950172,37.85085289,0
118.8002331,37.85604092,0
118.7953146,37.85936582,0
118.7912358,37.86292106,0
118.7924162,37.86073197,0
118.7788246,37.87954503,0
118.7787658,37.8789919,0
118.7956393,37.85401662,0
118.7956638,37.85408832,0
118.7923945,37.86077284,0
118.7914568,37.86240412,0
118.7858899,37.86526106,0
118.7868198,37.86706664,0
118.7869946,37.86865622,0
118.7914545,37.86230732,0
118.793825,37.85884802,0
118.772072,37.84532476,0
118.790206,37.86706248,0
118.7865461,37.87078902,0
118.7861344,37.87350679,0
118.7825312,37.87960606,0
118.7759171,37.84365431,0
118.7987873,37.85452258,0
118.7734294,37.84508136,0
118.7726221,37.84647407,0
118.8006694,37.85155706,0
118.790223,37.86588663,0
118.7892447,37.8677212,0
118.7880536,37.86921668,0
118.7870421,37.87062384,0
118.785945,37.87224849,0
118.7848715,37.87391782,0
118.7837261,37.87543058,0
118.7826279,37.87701918,0
118.7817337,37.87858217,0
118.7804534,37.8801645,0
118.7992397,37.85350222,0
118.7790858,37.87906363,0
118.7925171,37.86489682,0
118.7901254,37.8674871,0
118.7865088,37.87206878,0
118.7983642,37.85487812,0
118.7882447,37.87054252,0
118.7837156,37.87688109,0
118.7966101,37.8565647,0
118.7997224,37.85466368,0
118.7951894,37.86075953,0
118.7905591,37.86662696,0
118.7866533,37.87334578,0
118.7819892,37.87975389,0
118.7799699,37.88085195,0
118.7958508,37.85804917,0
118.7960555,37.85805955,0
118.7801385,37.88124577,0
118.7956382,37.85958834,0
118.7924958,37.86401432,0
118.7898522,37.86840561,0
118.7891921,37.86930298,0
118.7875495,37.87092693,0
118.793756,37.86162592,0
118.7959706,37.85830633,0
118.7936259,37.86188464,0
118.7911259,37.86469054,0
118.7894289,37.86781749,0
118.7870781,37.87023143,0
118.78471,37.87381667,0
118.7827368,37.87681935,0
118.7928354,37.86302498,0
118.7901884,37.8672722,0
118.7853445,37.87373948,0
118.7842985,37.87654345,0
118.7915271,37.86436689,0
118.7908834,37.86406364,0
118.7894409,37.8673759,0
118.7868989,37.87127912,0
118.785828,37.87305202,0
118.8007228,37.85188505,0
118.7902958,37.8660747,0
118.7882202,37.86952944,0
118.7874722,37.87054975,0
118.7835235,37.87551022,0
118.7828803,37.87711445,0
118.7815572,37.87880554,0
118.7989125,37.85312887,0
118.7988305,37.85480298,0
118.7966966,37.85638322,0
118.7953645,37.85954973,0
118.7937142,37.86177744,0
118.7929535,37.86320786,0
118.7913662,37.86429276,0
118.7848099,37.874189,0
118.7842201,37.88083263,0
118.7923283,37.86085267,0
118.7965357,37.86400273,0
118.7965979,37.86402268,0
118.7911511,37.8629155,0
118.7796191,37.87950149,0
118.786099,37.87328645,0
118.7798806,37.87929755,0
118.795317,37.85946262,0
118.7798901,37.87942532,0
118.7807101,37.88232714,0
118.7832938,37.88106738,0
118.7802877,37.88083363,0
118.7903848,37.85942288,0
118.7967444,37.85648158,0
118.7802932,37.88106326,0
118.8012983,37.85312616,0
118.8013144,37.85378578,0
118.8009921,37.85641667,0
118.7939372,37.86535038,0
118.7914556,37.86235459,0
118.7902706,37.86691286,0
118.7803226,37.88039619,0
118.7923501,37.8608163,0
118.7916324,37.86214471,0
118.7934141,37.86627271,0
118.7893249,37.8700982,0
118.7921991,37.86677992,0
118.7899331,37.86987275,0
118.7876222,37.87299775,0
118.7586572,37.86116461,0
118.7856861,37.87658996,0
118.7578573,37.86575736,0
118.7832081,37.87939762,0
118.783366,37.88123294,0
118.8002355,37.85613772,0
118.7807164,37.88258828,0
118.7888984,37.87031638,0
118.8012992,37.85409681,0
118.8010849,37.85649182,0
118.7964877,37.86369222,0
118.791151,37.86948488,0
118.7868239,37.87570339,0
118.7826017,37.88158684,0
118.8028064,37.85347017,0
118.798255,37.85973307,0
118.7939842,37.8663541,0
118.7890675,37.87261095,0
118.7847932,37.87914838,0
118.7988785,37.85733857,0
118.8001983,37.85554598,0
118.798622,37.85893697,0
118.7958459,37.86159405,0
118.7926106,37.8650035,0
118.791287,37.86852792,0
118.7896398,37.87089966,0
118.7812381,37.88348573,0
118.7814537,37.88488778,0
118.7941707,37.86561032,0
118.7964664,37.86000586,0
118.7922334,37.86725684,0
118.7864608,37.87572691,0
118.7836108,37.87913027,0
118.7827477,37.8819855,0
118.7942758,37.86338139,0
118.7848568,37.87613411,0
118.7923494,37.86641504,0
118.7900395,37.86957386,0
118.7879842,37.87292919,0
118.7855978,37.8766994,0
118.8014932,37.85366369,0
118.7911995,37.86866888,0
118.7895431,37.86972103,0
118.7797448,37.87905817,0
118.8013606,37.85381886,0
118.8010603,37.85641562,0
118.7990625,37.86116883,0
118.796383,37.86405866,0
118.7892406,37.87224799,0
118.7964922,37.86398078,0
118.7936902,37.86641038,0
118.792106,37.86762362,0
118.7888732,37.86750677,0
118.7814173,37.8843208,0
118.7801883,37.8804838,0
118.7806851,37.88223293,0
118.7818365,37.88567922,0
118.7988598,37.86124174,0
118.789747,37.86969541,0
118.7806863,37.88228245,0
118.8041692,37.85158455,0
118.7939635,37.86550087,0
118.796721,37.85645491,0
118.8012681,37.85375046,0
118.7811477,37.88350962,0
118.7985415,37.86123535,0
118.7938505,37.86552511,0
118.7892479,37.86764044,0
118.769741,37.84856008,0
118.7961965,37.86573707,0
118.7916003,37.87208147,0
118.7839572,37.88124199,0
118.7834701,37.884605,0
118.795135,37.86601225,0
118.793532,37.86738795,0
118.7928926,37.86913406,0
118.7914791,37.87083115,0
118.7918652,37.87082076,0
118.7906491,37.87222206,0
118.7894133,37.87374976,0
118.7887579,37.87390386,0
118.7884749,37.87536301,0
118.7873334,37.8770334,0
118.7860507,37.87850773,0
118.7566803,37.8659596,0
118.7848819,37.87999833,0
118.8040102,37.85344948,0
118.7837858,37.88167249,0
118.7530951,37.87003082,0
118.7913991,37.86940453,0
118.7910399,37.87146391,0
118.7883512,37.874946,0
118.7879307,37.87823595,0
118.7814043,37.88472187,0
118.7811795,37.88388299,0
118.7941451,37.86923659,0
118.7895148,37.8751265,0
118.7848938,37.88143048,0
118.8017686,37.85657594,0
118.8013509,37.85902136,0
118.796442,37.86555315,0
118.7920526,37.871989,0
118.787616,37.87838036,0
118.7832551,37.88417586,0
118.7818041,37.88622022,0
118.803314,37.85471907,0
118.799363,37.86137368,0
118.793591,37.86794332,0
118.7841517,37.88270741,0
118.7833072,37.88444982,0
118.7819327,37.88589847,0
118.8001599,37.85956883,0
118.7891655,37.87290224,0
118.7985429,37.86129163,0
118.7999207,37.86001164,0
118.7964801,37.86431392,0
118.7990905,37.86138235,0
118.7948004,37.86627184,0
118.7915422,37.86968161,0
118.7878682,37.87565149,0
118.7866572,37.87821025,0
118.7973735,37.86273732,0
118.7907053,37.87266712,0
118.786667,37.87861548,0
118.7851358,37.88109801,0
118.7959586,37.86436467,0
118.8027282,37.85305698,0
118.7885721,37.8746814,0
118.7879089,37.87639407,0
118.7960996,37.86455394,0
118.7882016,37.87534014,0
118.8014358,37.85877233,0
118.7967052,37.86422715,0
118.7992377,37.86041494,0
118.7830716,37.88316519,0
118.8029951,37.85468567,0
118.8003727,37.85804315,0
118.7929588,37.86718048,0
118.7925343,37.86935572,0
118.7907507,37.87172505,0
118.7874641,37.87773857,0
118.7858968,37.87872626,0
118.784452,37.88008142,0
118.7846243,37.87968244,0
118.784032,37.88151562,0
118.8033559,37.85457204,0
118.7859494,37.88090099,0
118.8014358,37.85877233,0
118.8004342,37.85776745,0
118.800434,37.85775845,0
118.7844924,37.88269324,0
118.7856857,37.87845471,0
118.7957331,37.86443792,0
118.7957651,37.86482029,0
118.7936441,37.86732318,0
118.7907504,37.87171155,0
118.7919072,37.87067599,0
118.8076442,37.85896542,0
118.7986806,37.84732423,0
118.8072117,37.86079627,0
118.7976766,37.86772785,0
118.7856861,37.88129685,0
118.7847761,37.88503112,0
118.7965559,37.8665018,0
118.7920144,37.87134999,0
118.7954117,37.87179368,0
118.7947889,37.87256673,0
118.7877412,37.8713384,0
118.7861858,37.87845613,0
118.8050353,37.85728035,0
118.7992455,37.86402169,0
118.7836552,37.88474183,0
118.8002343,37.85608819,0
118.7962859,37.87101156,0
118.7921477,37.87225853,0
118.791041,37.8725431,0
118.7814184,37.88436582,0
118.7840232,37.88303366,0
118.7835874,37.88475637,0
118.7939725,37.86961757,0
118.7889449,37.87411722,0
118.7889188,37.87304111,0
118.7989057,37.86125906,0
118.8014901,37.86380494,0
118.8050364,37.85732538,0
118.7964065,37.86409208,0
118.7935649,37.87061921,0
118.7892622,37.87220261,0
118.7887365,37.87395824,0
118.78339,37.88411076,0
118.7962875,37.86574018,0
118.7849497,37.8848757,0
118.7965205,37.86410611,0
118.7942364,37.86550572,0
118.7941943,37.87126723,0
118.7862338,37.88326588,0
118.8049216,37.85448273,0
118.7950345,37.86842579,0
118.7930677,37.87167176,0
118.7907344,37.87480617,0
118.7890785,37.87776359,0
118.7866767,37.88089896,0
118.7870623,37.88274433,0
118.7843885,37.88404157,0
118.796445,37.86942221,0
118.7948611,37.87158137,0
118.8046111,37.85572615,0
118.8044465,37.85643358,0
118.8015363,37.86196652,0
118.7965721,37.86810505,0
118.7919809,37.87465658,0
118.7878919,37.88038955,0
118.8036555,37.85847485,0
118.798988,37.86464721,0
118.7946905,37.87111103,0
118.7905388,37.87705224,0
118.7858321,37.88357376,0
118.7837664,37.8865238,0
118.8025763,37.8589508,0
118.8035156,37.85739598,0
118.8012731,37.86049317,0
118.7990631,37.86399521,0
118.7966464,37.8664824,0
118.7958281,37.86928749,0
118.7870679,37.88203709,0
118.7859955,37.88375145,0
118.7848259,37.88521053,0
118.7838875,37.88682825,0
118.7993877,37.86332362,0
118.7847718,37.88390964,0
118.800174,37.86201664,0
118.8013361,37.86121288,0
118.7898966,37.87775565,0
118.7883668,37.88028775,0
118.7849066,37.88384454,0
118.7979549,37.8651517,0
118.7935655,37.87064172,0
118.7928666,37.87181445,0
118.7838129,37.88656364,0
118.803608,37.85745988,0
118.7866815,37.88297982,0
118.7950555,37.8683534,0
118.7902146,37.87492669,0
118.7888745,37.87778471,0
118.804879,37.85553287,0
118.8032598,37.85902366,0
118.7862127,37.88384607,0
118.7839745,37.88672,0
118.8013655,37.86115838,0
118.7857,37.87698468,0
118.7812174,37.88357162,0
118.8077553,37.85979249,0
118.7931516,37.87419283,0
118.7967213,37.86956664,0
118.8050376,37.8573749,0
118.8012879,37.86109876,0
118.799248,37.86412075,0
118.799513,37.86380366,0
118.785802,37.88506591,0
118.7852071,37.88634611,0
118.7839963,37.88662842,0
118.781889,37.8859712,0
118.7852633,37.88637949,0
118.7861288,37.88641194,0
118.7933235,37.87191109,0
118.7978474,37.86540333,0
118.795471,37.86674807,0
118.7994659,37.86373907,0
118.7674738,37.85162098,0
118.8073391,37.85484652,0
118.7972106,37.86912676,0
118.796178,37.87059288,0
118.7949912,37.87225952,0
118.7929773,37.87450628,0
118.7643809,37.85913088,0
118.7926569,37.87535344,0
118.791695,37.87692654,0
118.7904333,37.87832853,0
118.7894753,37.88006821,0
118.7894145,37.88037542,0
118.7882363,37.88147433,0
118.7872102,37.88321953,0
118.8061739,37.85644988,0
118.7855887,37.88479358,0
118.7849766,37.88627304,0
118.8052124,37.85802083,0
118.803888,37.85962211,0
118.8040719,37.85877475,0
118.7970433,37.86972387,0
118.7940195,37.87343191,0
118.8028805,37.86117347,0
118.8064525,37.85669333,0
118.8030807,37.860997,0
118.7879679,37.8844737,0
118.7870064,37.88607378,0
118.7882617,37.88534305,0
118.8016928,37.86279515,0
118.7975399,37.86771192,0
118.8005954,37.86439067,0
118.7980673,37.86790655,0
118.7957259,37.87069436,0
118.7933114,37.87422193,0
118.7924001,37.87694734,0
118.7894237,37.87981676,0
118.7994299,37.86599622,0
118.801491,37.86384096,0
118.7958587,37.8705482,0
118.7926868,37.87658714,0
118.787727,37.88297296,0
118.7983096,37.86758756,0
118.798397,37.86744659,0
118.7900413,37.87903715,0
118.8070224,37.85490543,0
118.793017,37.87426695,0
118.7927307,37.87558203,0
118.7906517,37.8784288,0
118.7897484,37.88008207,0
118.8061783,37.85662998,0
118.7853889,37.88593167,0
118.8055767,37.85804902,0
118.8040675,37.85859465,0
118.8030851,37.8611771,0
118.793206,37.87456135,0
118.7992467,37.86406897,0
118.7879604,37.88228477,0
118.7878799,37.88365527,0
118.7896194,37.88226856,0
118.789574,37.88226926,0
118.786939,37.88610633,0
118.7862159,37.88628846,0
118.7880825,37.88513605,0
118.8074406,37.85900008,0
118.7974229,37.86851095,0
118.7676077,37.85151763,0
118.7632158,37.85792094,0
118.7561683,37.8673658,0
118.7541313,37.87059643,0
118.7652589,37.85497383,0
118.7634389,37.85774644,0
118.7612654,37.8609477,0
118.7589262,37.86387889,0
118.7591469,37.86360309,0
118.756987,37.86547758,0
118.7551344,37.86881132,0
118.7735512,37.84352557,0
118.7746572,37.84606505,0
118.767371,37.8520707,0
118.7652276,37.85747415,0
118.7738343,37.84206419,0
118.7747541,37.8444218,0
118.7515064,37.87108594,0
118.7741901,37.84458795,0
118.7541373,37.86797488,0
118.7579844,37.86823729,0
118.7612991,37.86140663,0
118.7609548,37.86126539,0
118.7585499,37.86238686,0
118.7637341,37.86155034,0
118.7680799,37.8570147,0
118.7649382,37.85867886,0
118.7622642,37.86185612,0
118.7602952,37.86506106,0
118.7577767,37.86810526,0
118.7582859,37.86848952,0
118.7557797,37.87110335,0
118.7717338,37.84732973,0
118.7711881,37.85016209,0
118.7700939,37.85286307,0
118.774633,37.84695275,0
118.7590462,37.86318795,0
118.7586474,37.86840305,0
118.7720528,37.84736997,0
118.7662053,37.85844816,0
118.7616919,37.86454244,0
118.757158,37.87076298,0
118.7718078,37.84947263,0
118.7746877,37.8463889,0
118.7739419,37.84750367,0
118.7720551,37.85031345,0
118.7658629,37.85648045,0
118.7639357,37.86047306,0
118.7699013,37.85051026,0
118.7699047,37.85255512,0
118.7673263,37.85400819,0
118.764385,37.85930423,0
118.7637807,37.86159693,0
118.767669,37.8559849,0
118.7745815,37.84669904,0
118.7718734,37.84936354,0
118.7651386,37.85779123,0
118.7651443,37.85779069,0
118.7555055,37.87103988,0
118.7759661,37.84569399,0
118.7671781,37.8582669,0
118.7733796,37.84964039,0
118.7707775,37.85294512,0
118.760956,37.86131492,0
118.7714636,37.84743064,0
118.7537869,37.87045292,0
118.7700723,37.85291069,0
118.7580528,37.86824527,0
118.7580254,37.8680475,0
118.7584237,37.86472644,0
118.7628774,37.865653,0
118.7568161,37.87071854,0
118.772516,37.85152941,0
118.7702379,37.85508599,0
118.7699872,37.85600412,0
118.767449,37.85819302,0
118.7663696,37.85961904,0
118.7652686,37.86109718,0
118.7640791,37.86267573,0
118.7631152,37.86418782,0
118.7619278,37.86585865,0
118.7607607,37.86743007,0
118.7586045,37.87042158,0
118.7563049,37.87312241,0
118.7679897,37.85799572,0
118.776753,37.8453488,0
118.7635752,37.86251212,0
118.7686691,37.85789769,0
118.7695175,37.85821825,0
118.7645777,37.86357135,0
118.7600272,37.87003547,0
118.7746014,37.84847566,0
118.778762,37.84763814,0
118.7753495,37.84745993,0
118.7737832,37.84846772,0
118.7720209,37.85173054,0
118.7576951,37.87136303,0
118.7661028,37.86082117,0
118.7637638,37.8637502,0
118.762328,37.86739535,0
118.7591248,37.87031921,0
118.769798,37.85474353,0
118.7710376,37.85051794,0
118.7653277,37.86071794,0
118.7628752,37.86460806,0
118.7634953,37.86392764,0
118.7753269,37.84746478,0
118.7660714,37.85950416,0
118.7652061,37.86133459,0
118.7642788,37.8624723,0
118.7650922,37.86227543,0
118.7620196,37.86589556,0
118.7614413,37.8673816,0
118.7781902,37.8455906,0
118.7683555,37.85808707,0
118.7720677,37.85178839,0
118.7692698,37.85451049,0
118.7719996,37.85179167,0
118.779295,37.84429245,0
118.7707275,37.85357854,0
118.7550968,37.87105948,0
118.7671282,37.86283718,0
118.7746604,37.85093633,0
118.7736494,37.85236364,0
118.7716796,37.85360944,0
118.7704473,37.85718856,0
118.7684337,37.86041007,0
118.7663376,37.86304048,0
118.7636057,37.86664879,0
118.7615867,37.86966982,0
118.7799352,37.84635247,0
118.7769214,37.84952618,0
118.7587483,37.87264451,0
118.7722956,37.85371277,0
118.7657327,37.86490683,0
118.7663724,37.86069101,0
118.7651844,37.86614092,0
118.7582203,37.87242269,0
118.7720071,37.85684755,0
118.7676481,37.86272353,0
118.7762841,37.84758547,0
118.7788766,37.84862508,0
118.777309,37.84863525,0
118.7756853,37.85008984,0
118.7698808,37.85725339,0
118.7724418,37.85602124,0
118.7747873,37.85054254,0
118.7752665,37.85157805,0
118.7761782,37.85074903,0
118.7656842,37.86327549,0
118.7646885,37.86631051,0
118.7635239,37.86893815,0
118.760781,37.87210514,0
118.7587905,37.87250875,0
118.7740818,37.85239315,0
